Unnamed: 0,Fortaleza,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2015-06-01 00:00:00,170.84806312189755,.,.,.,.,0.0025131742862191933,.,.,.,.,0.056210741070987114,.,.,.,.,6455.928356057564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,171.14231064965367,.,.,.,.,0.0017222760526479388,.,.,.,.,0.0504287493769644,.,.,.,.,6467.047246862812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,171.955035749441,.,.,.,.,0.004748826264541102,.,.,.,.,0.05463439804504722,.,.,.,.,6497.758130682743,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,172.79690601046244,.,.,.,.,0.004895874420613833,.,.,.,.,0.05888142512832806,.,.,.,.,6529.570338506089,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,173.6767965852916,.,.,.,.,0.0050920505184040964,.,.,.,.,0.06397178452901287,.,.,.,.,6562.819240533234,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,174.02268133988866,.,.,.,.,0.001991542689625668,.,.,.,.,0.05999434386223412,.,.,.,.,6575.8893752150525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,174.96227278011463,.,.,.,.,0.0053992470004001585,.,.,.,.,0.05992016862860727,.,.,.,.,6611.394226199144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,175.469851654583,.,.,.,.,0.002901076137175533,.,.,.,.,0.048003674287104614,.,.,.,.,6630.574384222231,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,175.19758872318172,.,.,.,.,-0.001551622280602695,.,.,.,.,0.049130783681167856,.,.,.,.,6620.286237274479,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,173.79766152250312,.,.,.,.,-0.00799056203273743,.,.,.,.,0.043557718828200365,.,.,.,.,6567.386429421061,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,173.56133188959515,.,.,.,.,-0.0013597975417947443,.,.,.,.,0.025485147039119305,.,.,.,.,6558.456113498318,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,173.43278315463547,.,.,.,.,-0.0007406530795779445,.,.,.,.,0.017679959541563095,.,.,.,.,6553.598572780578,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,174.81907428585484,.,.,.,.,0.007993247331926322,.,.,.,.,0.02324293931927124,.,.,.,.,6605.983107086974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,175.71772580214179,.,.,.,.,0.005140466050160623,.,.,.,.,0.02673456455694634,.,.,.,.,6639.940938976889,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,176.90456767566067,.,.,.,.,0.006754252413073387,.,.,.,.,0.0287838730901242,.,.,.,.,6684.788776086639,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,176.91188306714022,.,.,.,.,4.135219104668285e-05,.,.,.,.,0.023813951023108126,.,.,.,.,6685.065206749214,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,176.96360549807576,.,.,.,.,0.0002923626725285024,.,.,.,.,0.018924859148758078,.,.,.,.,6687.019670279086,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,176.51212558873632,.,.,.,.,-0.0025512585374190553,.,.,.,.,0.01430528612523485,.,.,.,.,6669.959354255398,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,176.43208886940232,.,.,.,.,-0.00045343468085853146,.,.,.,.,0.008400760152075248,.,.,.,.,6666.9349633642605,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.448043146188002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,175.00410195139537,.,.,.,.,-0.00809369161334334,.,.,.,.,-0.0026543004327859165,.,.,.,.,6612.974847764573,.,.,.,.,100.74952797155474,.,.,.,.,0.007495279715547439,.,.,.,.,.,.,.,.,.,17.57882111005762,.,.,.,.,0.002680856308988284,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,173.45915317453566,.,.,.,.,-0.008828071797361602,.,.,.,.,-0.009922713898721791,.,.,.,.,6554.595031014361,.,.,.,.,101.26086476734389,.,.,.,.,0.005075326962658531,.,.,.,.,.,.,.,.,.,17.668039374809247,.,.,.,.,0.0027230939919306264,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,171.78862004774896,.,.,.,.,-0.00963070034768237,.,.,.,.,-0.01155965769133216,.,.,.,.,6491.469690370253,.,.,.,.,102.21128623255233,.,.,.,.,0.009385871505167499,.,.,.,.,.,.,.,.,.,17.83386932212945,.,.,.,.,0.00278083460025923,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,170.86880522396038,.,.,.,.,-0.005354340837786112,.,.,.,.,-0.015513401725607445,.,.,.,.,6456.712149109852,.,.,.,.,101.25218597844501,.,.,.,.,-0.00938350635687292,.,.,.,.,.,.,.,.,.,17.666525095977605,.,.,.,.,0.0027711469701742733,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,171.14816509558833,.,.,.,.,0.0016349378182973246,.,.,.,.,-0.013172930846702458,.,.,.,.,6467.268471984293,.,.,.,.,100.25074636456304,.,.,.,.,-0.009890548082538747,.,.,.,.,.,.,.,.,.,17.49179348006446,.,.,.,.,0.0027410723368062728,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,172.12899425772687,.,.,.,.,0.005730877462757069,.,.,.,.,-0.0153877947192953,.,.,.,.,6504.331595115988,.,.,.,.,98.91867965757056,.,.,.,.,-0.01328734952404647,.,.,.,.,.,.,.,.,.,17.259373906292403,.,.,.,.,0.002686293488002236,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,171.9494766616173,.,.,.,.,-0.0010429247953473194,.,.,.,.,-0.021444900469333117,.,.,.,.,6497.548066418281,.,.,.,.,98.6713633431616,.,.,.,.,-0.002500198296874799,.,.,.,.,.,.,.,.,.,17.216222049046763,.,.,.,.,0.0026791588787395087,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,171.1761938774492,.,.,.,.,-0.0044971511352130495,.,.,.,.,-0.032381152581169914,.,.,.,.,6468.327610755287,.,.,.,.,98.6713633431616,.,.,.,.,0,.,.,.,.,.,.,.,.,.,17.216222049046763,.,.,.,.,0.002680686307802697,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,169.77229171806061,.,.,.,.,-0.008201503536138341,.,.,.,.,-0.040356765330286204,.,.,.,.,6415.277598982777,.,.,.,.,98.74949090328401,.,.,.,.,0.0007917956889954417,.,.,.,.,.,.,.,.,.,17.229853779445985,.,.,.,.,0.002707698256279425,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,170.4441771608636,.,.,.,.,0.003957568316971156,.,.,.,.,-0.03684050355361379,.,.,.,.,6440.666498353086,.,.,.,.,98.64410187428554,.,.,.,.,-0.0010672361754421125,.,.,.,.,.,.,.,.,.,17.211465456194983,.,.,.,.,0.002695124817093111,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,170.54741263131788,.,.,.,.,0.0006056849355248551,.,.,.,.,-0.03379208616702001,.,.,.,.,6444.567513025879,.,.,.,.,98.31133053478163,.,.,.,.,-0.0033734539945225665,.,.,.,.,.,.,.,.,.,17.153403369300193,.,.,.,.,0.0026846817758873404,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,170.52837639517998,.,.,.,.,-0.00011161843996453601,.,.,.,.,-0.03346167078819973,.,.,.,.,6443.848180453829,.,.,.,.,97.6561757828914,.,.,.,.,-0.006664081833969773,.,.,.,.,-0.023438242171086032,.,.,.,.,17.039091685516084,.,.,.,.,0.0026648017482648954,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,169.98689233147437,.,.,.,.,-0.0031753311393219173,.,.,.,.,-0.028669097261014187,.,.,.,.,6423.386828669371,.,.,.,.,97.47247780900493,.,.,.,.,-0.0018810686821779943,.,.,.,.,-0.032526704874240586,.,.,.,.,17.0070399837737,.,.,.,.,0.0026614241173003993,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,169.39599314653034,.,.,.,.,-0.003476145582988699,.,.,.,.,-0.02342430453305011,.,.,.,.,6401.058200917065,.,.,.,.,97.29008614671051,.,.,.,.,-0.0018712119194488177,.,.,.,.,-0.03921335878136745,.,.,.,.,16.97521620784152,.,.,.,.,0.0026687478697021336,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,169.05078835519896,.,.,.,.,-0.0020378568873985446,.,.,.,.,-0.015937212207589924,.,.,.,.,6388.013760375687,.,.,.,.,97.81230834693886,.,.,.,.,0.005367681548157503,.,.,.,.,-0.04303808363789552,.,.,.,.,17.066333762656335,.,.,.,.,0.0026919451556074083,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,168.68933798653958,.,.,.,.,-0.002138117024925709,.,.,.,.,-0.01275520850376477,.,.,.,.,6374.355439399167,.,.,.,.,98.10217985396959,.,.,.,.,0.0029635483706462705,.,.,.,.,-0.031110499926846114,.,.,.,.,17.11691066827156,.,.,.,.,0.0027106358750406284,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,169.3503418944239,.,.,.,.,0.003918468800541715,.,.,.,.,-0.010504484229558186,.,.,.,.,6399.333152312018,.,.,.,.,98.30520292073888,.,.,.,.,0.002069506172762829,.,.,.,.,-0.01940677266131441,.,.,.,.,17.15233422055818,.,.,.,.,0.0027095301928649427,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,169.02373374416717,.,.,.,.,-0.0019285945726660167,.,.,.,.,-0.018040310564472528,.,.,.,.,6386.991433125787,.,.,.,.,97.77796007503603,.,.,.,.,-0.005363325948555872,.,.,.,.,-0.01153189252508613,.,.,.,.,17.060340661354758,.,.,.,.,0.0027119755539827036,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,169.02797039003508,.,.,.,.,2.506539036878667e-05,.,.,.,.,-0.01699049237196293,.,.,.,.,6387.151525559341,.,.,.,.,96.52178989215848,.,.,.,.,-0.01284717109984244,.,.,.,.,-0.021785180402618787,.,.,.,.,16.841163545856734,.,.,.,.,0.00267954656265646,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,168.55010359661898,.,.,.,.,-0.0028271462546311816,.,.,.,.,-0.01534144568438256,.,.,.,.,6369.094114046095,.,.,.,.,95.5068366397242,.,.,.,.,-0.010515275914052833,.,.,.,.,-0.03207137913390068,.,.,.,.,16.66407406445836,.,.,.,.,0.0026582101400906347,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,168.36898631436395,.,.,.,.,-0.0010745604920450874,.,.,.,.,-0.008265809393838697,.,.,.,.,6362.2501371410235,.,.,.,.,94.25034806061478,.,.,.,.,-0.013156006662111553,.,.,.,.,-0.04556117506545654,.,.,.,.,16.444841395048428,.,.,.,.,0.0026106027011110517,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,167.37695722588336,.,.,.,.,-0.005891994186081016,.,.,.,.,-0.017995451567027865,.,.,.,.,6324.763796322595,.,.,.,.,94.77872983426056,.,.,.,.,0.005606151961433245,.,.,.,.,-0.03918502948053704,.,.,.,.,16.537033674890736,.,.,.,.,0.00264208762084154,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,167.04374976389886,.,.,.,.,-0.0019907606608885213,.,.,.,.,-0.020543629559441556,.,.,.,.,6312.172705367465,.,.,.,.,94.99783218478433,.,.,.,.,0.00231172490818259,.,.,.,.,-0.033704134935138685,.,.,.,.,16.575262747544436,.,.,.,.,0.0026438796762529066,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,166.69664028732961,.,.,.,.,-0.002077955488067299,.,.,.,.,-0.022469785902205275,.,.,.,.,6299.056291452718,.,.,.,.,96.51228350272156,.,.,.,.,0.01594195660161383,.,.,.,.,-0.011713465850976323,.,.,.,.,16.839504866926138,.,.,.,.,0.002691396118002304,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,166.6988012121393,.,.,.,.,1.2963217530748139e-05,.,.,.,.,-0.019343203903765094,.,.,.,.,6299.137947489663,.,.,.,.,96.02060402433901,.,.,.,.,-0.005094475651575392,.,.,.,.,-0.014895217781483283,.,.,.,.,16.753716419396998,.,.,.,.,0.002640810888827474,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,167.1042906681679,.,.,.,.,0.00243246773870065,.,.,.,.,-0.013528669927747927,.,.,.,.,6314.460397328556,.,.,.,.,96.13522184870041,.,.,.,.,0.001193679476670928,.,.,.,.,-0.011870318382374512,.,.,.,.,16.773714986844798,.,.,.,.,0.002643474528752187,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,166.40376802461194,.,.,.,.,-0.004192128405290485,.,.,.,.,-0.015658136565594005,.,.,.,.,6287.9893685328325,.,.,.,.,96.74543526582197,.,.,.,.,0.006347448993064386,.,.,.,.,-0.010907349996615023,.,.,.,.,16.880185287147995,.,.,.,.,0.0026774278732640704,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,166.2029780269361,.,.,.,.,-0.001206643335420976,.,.,.,.,-0.01473928340273567,.,.,.,.,6280.402008068095,.,.,.,.,98.40575114988617,.,.,.,.,0.017161697391739894,.,.,.,.,0.003094439862278975,.,.,.,.,17.16987791896253,.,.,.,.,0.0027231935011502607,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,165.26978605462125,.,.,.,.,-0.005614772872262308,.,.,.,.,-0.024095350467887133,.,.,.,.,6245.138977246292,.,.,.,.,101.11207324446958,.,.,.,.,0.02750166593882608,.,.,.,.,0.028552612072769046,.,.,.,.,17.642078165700262,.,.,.,.,0.002813033862909936,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,165.119577523064,.,.,.,.,-0.0009088686755339692,.,.,.,.,-0.023098272264015063,.,.,.,.,6239.4629660555165,.,.,.,.,101.98074882240647,.,.,.,.,0.008591215174043487,.,.,.,.,0.042982986596827866,.,.,.,.,17.793645055339088,.,.,.,.,0.002846374078651325,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,164.99105240432812,.,.,.,.,-0.0007783760149092656,.,.,.,.,-0.023883135888052798,.,.,.,.,6234.606317736824,.,.,.,.,102.19119141976745,.,.,.,.,0.002063552187947293,.,.,.,.,0.058737011963239105,.,.,.,.,17.830363170524592,.,.,.,.,0.0028850015466386995,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,164.54324719553247,.,.,.,.,-0.0027141181431963313,.,.,.,.,-0.02377249444281493,.,.,.,.,6217.684859614168,.,.,.,.,102.56800213279675,.,.,.,.,0.0036873110861530556,.,.,.,.,0.07393361293819245,.,.,.,.,17.896109266313406,.,.,.,.,0.002906076166522436,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,163.6684805455934,.,.,.,.,-0.005316332726189366,.,.,.,.,-0.027917883641552343,.,.,.,.,6184.62957811387,.,.,.,.,102.26246043165995,.,.,.,.,-0.002978918325241553,.,.,.,.,0.08500883589196273,.,.,.,.,17.842798218469458,.,.,.,.,0.0029155311499562547,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,160.6068945034725,.,.,.,.,-0.018706021048860766,.,.,.,.,-0.0404479973505214,.,.,.,.,6068.939767046265,.,.,.,.,102.26106765292084,.,.,.,.,-1.3619648238649695e-05,.,.,.,.,0.07894532699208612,.,.,.,.,17.842555205834127,.,.,.,.,0.0029349483048253266,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,157.78121162202046,.,.,.,.,-0.017593783194599588,.,.,.,.,-0.05544977381656091,.,.,.,.,5962.164156563769,.,.,.,.,102.70050401330532,.,.,.,.,0.004297200982449567,.,.,.,.,0.08108260632240749,.,.,.,.,17.91922825159405,.,.,.,.,0.003005834224936291,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,153.2433405283653,.,.,.,.,-0.028760528880498515,.,.,.,.,-0.08070528437630953,.,.,.,.,5790.689162148644,.,.,.,.,102.64014336244041,.,.,.,.,-0.0005877347092385632,.,.,.,.,0.06349305639987324,.,.,.,.,17.908696499187823,.,.,.,.,0.003092965738260204,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,152.05049704317554,.,.,.,.,-0.00778398252789958,.,.,.,.,-0.08787288248295477,.,.,.,.,5745.614538885981,.,.,.,.,102.71207753464957,.,.,.,.,0.0007008385788700444,.,.,.,.,0.06968789228418548,.,.,.,.,17.921247604591727,.,.,.,.,0.0029671169686656474,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,151.9235437038458,.,.,.,.,-0.0008349419554589677,.,.,.,.,-0.0908459435937985,.,.,.,.,5740.817284247571,.,.,.,.,101.82506883586741,.,.,.,.,-0.008635875352466904,.,.,.,.,0.05918587254234242,.,.,.,.,17.76648194411778,.,.,.,.,0.0029518140154812804,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,151.42069238383672,.,.,.,.,-0.0033098972532481508,.,.,.,.,-0.09004048296886602,.,.,.,.,5721.81576888704,.,.,.,.,101.19586537852092,.,.,.,.,-0.006179258845979363,.,.,.,.,0.04600144803184514,.,.,.,.,17.656698253402656,.,.,.,.,0.0029372018876594615,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,151.05931717346613,.,.,.,.,-0.0023865642448295254,.,.,.,.,-0.09111546034401197,.,.,.,.,5708.160287957512,.,.,.,.,100.97205034981505,.,.,.,.,-0.002211701316735537,.,.,.,.,0.026078752206464273,.,.,.,.,17.6176469106264,.,.,.,.,0.002932737565006487,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,150.93241853215818,.,.,.,.,-0.0008400583537805373,.,.,.,.,-0.08675129232468781,.,.,.,.,5703.365100222895,.,.,.,.,101.08988410290605,.,.,.,.,0.0011669937639453565,.,.,.,.,-0.0002194509602219119,.,.,.,.,17.638206594706492,.,.,.,.,0.0029329136737687197,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,151.1762780812217,.,.,.,.,0.001615687016978118,.,.,.,.,-0.08444364775518332,.,.,.,.,5712.579953168412,.,.,.,.,102.27727710939712,.,.,.,.,0.011745913223941695,.,.,.,.,0.0029076888571100135,.,.,.,.,17.84538343879387,.,.,.,.,0.002967415240758398,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,151.8935938723881,.,.,.,.,0.0047448964895207,.,.,.,.,-0.07938284131822682,.,.,.,.,5739.685553734307,.,.,.,.,102.68027047880607,.,.,.,.,0.003940204322978813,.,.,.,.,0.004785921880777755,.,.,.,.,17.91569789576462,.,.,.,.,0.0029672696964500437,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,152.61268294587592,.,.,.,.,0.0047341632728234995,.,.,.,.,-0.07250716424405468,.,.,.,.,5766.858162280351,.,.,.,.,102.44710294302661,.,.,.,.,-0.0022708114683782643,.,.,.,.,-0.001178722284300826,.,.,.,.,17.875014723518916,.,.,.,.,0.0029478353771891183,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,153.40273313060501,.,.,.,.,0.005176831764430068,.,.,.,.,-0.06272281248513611,.,.,.,.,5796.712216795807,.,.,.,.,101.2499914427568,.,.,.,.,-0.011685166938644964,.,.,.,.,-0.00990069067993693,.,.,.,.,17.66614219244386,.,.,.,.,0.00289329535735966,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,154.61134063831636,.,.,.,.,0.007878656938154815,.,.,.,.,-0.03733061325724407,.,.,.,.,5842.382523721151,.,.,.,.,101.40753232116215,.,.,.,.,0.001555959424395903,.,.,.,.,-0.008346630358443297,.,.,.,.,17.69362999288091,.,.,.,.,0.0028719972118686774,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,155.7034629315954,.,.,.,.,0.0070636622693405204,.,.,.,.,-0.013168543130486987,.,.,.,.,5883.651140717015,.,.,.,.,102.29550411719654,.,.,.,.,0.008756467845230098,.,.,.,.,-0.003943504464752223,.,.,.,.,17.84856369497897,.,.,.,.,0.002879072672128772,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,157.44170097603447,.,.,.,.,0.01116377254372769,.,.,.,.,0.027396690996122297,.,.,.,.,5949.334883778623,.,.,.,.,102.90924635569752,.,.,.,.,0.0059996990463806465,.,.,.,.,0.0026218103798516523,.,.,.,.,17.955649705559,.,.,.,.,0.0028723293178467136,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,157.23999320729513,.,.,.,.,-0.0012811584700170853,.,.,.,.,0.034130083525119925,.,.,.,.,5941.712843001302,.,.,.,.,102.53942625212024,.,.,.,.,-0.0035936528220119612,.,.,.,.,-0.0016809248403245602,.,.,.,.,17.89112333432356,.,.,.,.,0.00281472966896538,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,156.91417514466465,.,.,.,.,-0.0020721068220916905,.,.,.,.,0.03284962500971811,.,.,.,.,5929.400979284409,.,.,.,.,101.96629673568032,.,.,.,.,-0.005589357551413765,.,.,.,.,0.0013869659154421843,.,.,.,.,17.791123449011586,.,.,.,.,0.0028040952741210812,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,156.22356739492247,.,.,.,.,-0.004401181404455556,.,.,.,.,0.03171874950162645,.,.,.,.,5903.304609954822,.,.,.,.,102.07856119224114,.,.,.,.,0.0011009957226537637,.,.,.,.,0.008722647021382812,.,.,.,.,17.81071139983015,.,.,.,.,0.002814871820592348,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,156.1237333408359,.,.,.,.,-0.0006390460527263553,.,.,.,.,0.03352600992863053,.,.,.,.,5899.532126445789,.,.,.,.,101.97223547135212,.,.,.,.,-0.0010416067746956692,.,.,.,.,0.009905564144453427,.,.,.,.,17.79215964217394,.,.,.,.,0.0028075510220077968,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,157.0826012513979,.,.,.,.,0.006141717790393075,.,.,.,.,0.04074792399837768,.,.,.,.,5935.765387861776,.,.,.,.,102.6741438598268,.,.,.,.,0.006883328439650338,.,.,.,.,0.01567179318662615,.,.,.,.,17.914628920641714,.,.,.,.,0.0028007373253614173,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,158.2202550771435,.,.,.,.,0.007242392325327307,.,.,.,.,0.046594459695173285,.,.,.,.,5978.75452955177,.,.,.,.,103.51553524710812,.,.,.,.,0.008194773831569524,.,.,.,.,0.012106874300012338,.,.,.,.,18.06143525292287,.,.,.,.,0.002795687978486054,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,160.09037387910212,.,.,.,.,0.01181971803197257,.,.,.,.,0.05396396120300162,.,.,.,.,6049.421722273451,.,.,.,.,104.70736456729011,.,.,.,.,0.011513530962641516,.,.,.,.,0.019741807058274663,.,.,.,.,18.269386146937144,.,.,.,.,0.002798630268994805,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,161.39529261727324,.,.,.,.,0.00815113805128953,.,.,.,.,0.057548360345070826,.,.,.,.,6098.731393862173,.,.,.,.,106.90879126689406,.,.,.,.,0.021024564114486832,.,.,.,.,0.04355114196200072,.,.,.,.,18.653492027315743,.,.,.,.,0.0028348380450943446,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,162.33235552541186,.,.,.,.,0.005806011395640409,.,.,.,.,0.058210321371551244,.,.,.,.,6134.140697833886,.,.,.,.,108.24968510840135,.,.,.,.,0.0125424095214004,.,.,.,.,0.0691327827874626,.,.,.,.,18.887451763326514,.,.,.,.,0.00285204858239626,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,163.69795150917975,.,.,.,.,0.008412346259301984,.,.,.,.,0.058770662186545364,.,.,.,.,6185.743213387342,.,.,.,.,110.2577130086994,.,.,.,.,0.01854996527968833,.,.,.,.,0.08727340548538676,.,.,.,.,19.23781333775801,.,.,.,.,0.002877640712269643,.,.,.,.,.,.,.,.,.,.,.,.,.
