data,valor
01/07/2020,1.17
01/07/2021,0.85
01/07/2022,0.86
01/07/2023,0.10
01/07/2024,0.72
01/07/2025,0.91
01/08/2000,0.39
01/08/2001,0.62
01/08/2002,1.00
01/08/2003,1.44
01/08/2004,0.81
01/08/2005,0.02
01/08/2006,0.24
01/08/2007,0.26
01/08/2008,1.18
01/08/2009,-0.05
01/08/2010,0.14
01/08/2011,0.13
01/08/2012,0.26
01/08/2013,0.31
01/08/2014,0.08
01/08/2015,0.59
01/08/2016,0.29
01/08/2017,0.36
01/08/2018,0.15
01/08/2019,0.42
01/08/2020,0.72
01/08/2021,0.46
01/08/2022,0.09
01/08/2023,0.17
01/08/2024,0.70
01/08/2025,0.52
01/09/2000,0.26
01/09/2001,0.55
01/09/2002,0.71
01/09/2003,0.22
01/09/2004,0.58
01/09/2005,0.24
01/09/2006,0.11
01/09/2007,0.51
01/09/2008,0.95
01/09/2009,0.15
01/09/2010,0.21
01/09/2011,0.14
01/09/2012,0.22
01/09/2013,0.43
01/09/2014,0.15
01/09/2015,0.22
01/09/2016,0.33
01/09/2017,0.06
01/09/2018,0.23
01/09/2019,0.46
01/09/2020,1.16
01/09/2021,0.51
01/09/2022,0.09
01/09/2023,0.34
01/09/2024,0.58
01/09/2025,0.17
01/10/2000,0.33
01/10/2001,0.93
01/10/2002,1.13
01/10/2003,0.65
01/10/2004,1.19
01/10/2005,0.19
01/10/2006,0.21
01/10/2007,0.51
01/10/2008,0.77
01/10/2009,0.06
01/10/2010,0.20
01/10/2011,0.23
01/10/2012,0.21
01/10/2013,0.26
01/10/2014,0.17
01/10/2015,0.36
01/10/2016,0.21
01/10/2017,0.31
01/10/2018,0.35
01/10/2019,0.18
01/10/2020,1.73
01/10/2021,0.86
01/10/2022,0.12
01/10/2023,0.20
01/10/2024,0.68
01/10/2025,0.30
01/11/2000,0.41
01/11/2001,0.74
01/11/2002,2.45
01/11/2003,1.04
01/11/2004,0.71
01/11/2005,0.28
01/11/2006,0.23
01/11/2007,0.36
01/11/2008,0.50
01/11/2009,0.29
01/11/2010,0.37
01/11/2011,0.72
01/11/2012,0.33
01/11/2013,0.35
01/11/2014,0.44
01/11/2015,0.34
01/11/2016,0.16
01/11/2017,0.31
01/11/2018,0.13
01/11/2019,0.04
01/11/2020,1.28
01/11/2021,0.67
01/11/2022,0.36
01/11/2023,0.07
01/11/2024,0.40
01/11/2025,0.27
01/12/2000,0.64
01/12/2001,0.34
01/12/2002,1.70
01/12/2003,0.16
01/12/2004,0.51
01/12/2005,0.37
01/12/2006,0.36
01/12/2007,0.59
01/12/2008,0.17
01/12/2009,0.10
01/12/2010,0.67
01/12/2011,0.11
01/12/2012,0.16
01/12/2013,0.10
01/12/2014,0.08
01/12/2015,0.10
01/12/2016,0.34
01/12/2017,0.07
01/12/2018,0.13
01/12/2019,0.21
01/12/2020,0.70
01/12/2021,0.35
01/12/2022,0.09
01/12/2023,0.31
01/12/2024,0.50
01/12/2025,0.21
